iteration,quality,true,false,unknown,none,bucket_0-1,bucket_1-5,bucket_5-10,bucket_10-20,bucket_20-30,bucket_30-50,bucket_50-70,bucket_70-80,bucket_80-90,bucket_90-95,bucket_95-99,bucket_99-100,d_prepare,d_expand,d_remove,d_sort,d_leak,d_total,n_components,n_vertices,n_edges
13,1.0,0.0,0.0,0.0,1.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,45332,368048,67579,18831,468,500258,214,27,26
14,1.0,0.0,0.0,0.0,1.0,0.9655172413793104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,59919,299912,62280,22371,430,444912,230,29,28
15,1.0,0.0,0.0,0.0,1.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,57367,367879,32778,20123,273,478420,246,31,30
16,1.0,0.0,0.0,0.0,1.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,26603,392863,20636,39188,303,479593,262,33,32
17,1.0,0.0,0.0,0.0,1.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,29588,231589,25010,11911,241,298339,278,35,34
18,1.0,0.0,0.0,0.0,1.0,0.972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,27031,233067,26224,11896,253,298471,294,37,36
19,1.0,0.0,0.0,0.0,1.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,29535,252340,24352,14495,254,320976,310,39,38
20,1.0,0.0,0.0,0.0,1.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,31613,272687,30126,10407,241,345074,326,41,40
21,1.0,0.0,0.0,0.0,1.0,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,26855,279062,45662,13139,209,364927,342,43,42
22,1.0,0.0,0.0,0.0,1.0,0.9777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,38380,237491,35644,12926,264,324705,358,45,44
23,1.0,0.0,0.0,0.0,1.0,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,29156,222674,34956,13411,235,300432,374,47,46
24,1.0,0.0,0.0,0.0,1.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,31052,216039,33220,11148,253,291712,390,49,48
25,1.0,0.0,0.0,0.0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,29546,232211,38768,19459,274,320258,406,51,50
26,1.0,0.0,0.0,0.0,1.0,0.9811320754716981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,34780,208610,34016,15880,208,293494,422,53,52
27,1.0,0.0,0.0,0.0,1.0,0.9818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,32057,206980,37051,11790,277,288155,438,55,54
28,1.0,0.0,0.0,0.0,1.0,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,32321,200054,46882,14654,272,294183,454,57,56
29,1.0,0.0,0.0,0.0,1.0,0.9830508474576272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,32442,352258,66144,25699,401,476944,470,59,58
30,1.0,0.0,0.0,0.0,1.0,0.9836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,49663,626956,71939,24685,370,773613,486,61,60
31,1.0,0.0,0.0,0.0,1.0,0.9841269841269841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,38143,265548,44276,26527,419,374913,502,63,62
32,1.0,0.0,0.0,0.0,1.0,0.9846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,37659,277878,72689,28454,365,417045,518,65,64
33,1.0,0.0,0.0,0.0,1.0,0.9850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,59812,301962,71248,26655,398,460075,534,67,66
34,1.0,0.0,0.0,0.0,1.0,0.9855072463768116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,42027,268761,72099,25879,382,409148,550,69,68
35,1.0,0.0,0.0,0.0,1.0,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,34486,279148,75328,18510,274,407746,566,71,70
36,1.0,0.0,0.0,0.0,1.0,0.9863013698630136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,34162,229899,45661,12892,281,322895,582,73,72
37,1.0,0.0,0.0,0.0,1.0,0.9866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,42334,258846,95358,26293,344,423175,598,75,74
38,1.0,0.0,0.0,0.0,1.0,0.987012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,36216,255470,89261,24560,383,405890,614,77,76
39,1.0,0.0,0.0,0.0,1.0,0.9873417721518988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,68675,300568,82778,23907,335,476263,630,79,78
40,1.0,0.0,0.0,0.0,1.0,0.9876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,54912,289189,73926,14496,300,432823,646,81,80
41,1.0,0.0,0.0,0.0,1.0,0.9879518072289156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,35960,208815,51304,13553,293,309925,662,83,82
42,1.0,0.0,0.0,0.0,1.0,0.9882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,33352,207264,46820,14875,273,302584,678,85,84
43,1.0,0.0,0.0,0.0,1.0,0.9885057471264368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,55730,258175,80511,29683,310,424409,694,87,86
44,1.0,0.0,0.0,0.0,1.0,0.9887640449438202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,66100,272204,90214,26302,350,455170,710,89,88
45,1.0,0.0,0.0,0.0,1.0,0.989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,55403,282782,84828,24712,344,448069,726,91,90
46,1.0,0.0,0.0,0.0,1.0,0.989247311827957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,32361,216207,50162,19354,320,318404,742,93,92
47,1.0,0.0,0.0,0.0,1.0,0.9894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,32342,2073233,66924,15360,293,2188152,758,95,94
48,1.0,0.0,0.0,0.0,1.0,0.9896907216494846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,48485,287438,87444,23379,476,447222,774,97,96
49,1.0,0.0,0.0,0.0,1.0,0.98989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,55504,229264,119868,27068,399,432103,790,99,98
50,1.0,0.0,0.0,0.0,1.0,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,73132,243627,97631,76725,481,491596,806,101,100
51,1.0,0.0,0.0,0.0,1.0,0.9902912621359223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,71321,236770,93520,26487,373,428471,822,103,102
52,1.0,0.0,0.0,0.0,1.0,0.9904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,96654,248395,103562,30188,424,479223,838,105,104
53,1.0,0.0,0.0,0.0,1.0,0.9906542056074766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,52914,208859,56423,24467,280,342943,854,107,106
54,1.0,0.0,0.0,0.0,1.0,0.9908256880733946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,54401,202299,56384,12828,299,326211,870,109,108
55,1.0,0.0,0.0,0.0,1.0,0.990990990990991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,30272,224618,61876,15856,258,332880,886,111,110
56,1.0,0.0,0.0,0.0,1.0,0.9911504424778761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,44953,226644,55468,18294,318,345677,902,113,112
57,1.0,0.0,0.0,0.0,1.0,0.991304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,32801,196800,58338,17255,267,305461,918,115,114
58,1.0,0.0,0.0,0.0,1.0,0.9914529914529915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,48015,232848,87708,26433,368,395372,934,117,116
59,1.0,0.0,0.0,0.0,1.0,0.9915966386554622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008403361344537815,47631,289145,90086,20978,395,448235,950,119,118
60,1.0,0.0,0.0,0.0,1.0,0.9917355371900827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,49232,245816,135694,22303,366,453411,966,121,120
61,1.0,0.0,0.0,0.0,1.0,0.991869918699187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,53697,246272,90219,24729,358,415275,982,123,122
62,1.0,0.0,0.0,0.0,1.0,0.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,50314,235087,92104,23852,417,401774,998,125,124
63,1.0,0.0,0.0,0.0,1.0,0.9921259842519685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,49353,242696,55813,16531,227,364620,1014,127,126
64,1.0,0.0,0.0,0.0,1.0,0.9922480620155039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,50515,255656,93474,36332,509,436486,1030,129,128
65,1.0,0.0,0.0,0.0,1.0,0.9923664122137404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,67955,257427,104843,27460,433,458118,1046,131,130
66,1.0,0.0,0.0,0.0,1.0,0.9924812030075187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,52095,248437,101702,25552,376,428162,1062,133,132
67,1.0,0.0,0.0,0.0,1.0,0.9925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408,49897,234210,96488,27752,413,408760,1078,135,134
68,1.0,0.0,0.0,0.0,1.0,0.9927007299270073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,52123,210294,61813,17455,256,341941,1094,137,136
69,1.0,0.0,0.0,0.0,1.0,0.9928057553956835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,32996,206991,138056,28208,469,406720,1110,139,138
70,1.0,0.0,0.0,0.0,1.0,0.9929078014184397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070921985815602835,51091,200141,58899,15111,259,325501,1126,141,140
71,1.0,0.0,0.0,0.0,1.0,0.993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,35698,181760,61636,26173,397,305664,1142,143,142
72,1.0,0.0,0.0,0.0,1.0,0.993103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,35027,182772,67699,27589,380,313467,1158,145,144
73,1.0,0.0,0.0,0.0,1.0,0.9931972789115646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,50817,215862,61831,36515,326,365351,1174,147,146
74,1.0,0.0,0.0,0.0,1.0,0.9932885906040269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,36079,209173,60032,23127,389,328800,1190,149,148
75,1.0,0.0,0.0,0.0,1.0,0.9933774834437086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,56700,220560,157562,41297,468,476587,1206,151,150
76,1.0,0.0,0.0,0.0,1.0,0.9934640522875817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,52293,212645,76602,19492,365,361397,1222,153,152
77,1.0,0.0,0.0,0.0,1.0,0.9935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,33463,222871,100775,21583,355,379047,1238,155,154
78,1.0,0.0,0.0,0.0,1.0,0.9936305732484076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006369426751592357,59459,241109,109064,19159,346,429137,1254,157,156
79,1.0,0.0,0.0,0.0,1.0,0.9937106918238994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,35999,186430,100903,21614,374,345320,1270,159,158
80,1.0,0.0,0.0,0.0,1.0,0.9937888198757764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,33608,220076,65993,12642,337,332656,1286,161,160
81,1.0,0.0,0.0,0.0,1.0,0.9938650306748467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,33210,197882,67134,15193,251,313670,1302,163,162
82,1.0,0.0,0.0,0.0,1.0,0.9939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,33371,189927,106773,19802,317,350190,1318,165,164
83,1.0,0.0,0.0,0.0,1.0,0.9940119760479041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,50313,191319,66203,15931,283,324049,1334,167,166
84,1.0,0.0,0.0,0.0,1.0,0.9940828402366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,60528,209803,70323,14528,276,355458,1350,169,168
85,1.0,0.0,0.0,0.0,1.0,0.9941520467836257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005847953216374269,34424,185792,62724,25264,324,308528,1366,171,170
86,1.0,0.0,0.0,0.0,1.0,0.9942196531791907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809248,62823,213503,102174,19536,429,398465,1382,173,172
87,1.0,0.0,0.0,0.0,1.0,0.9942857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,55189,211682,104007,21882,365,393125,1398,175,174
88,1.0,0.0,0.0,0.0,1.0,0.9943502824858758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,52067,287380,67442,15737,267,422893,1414,177,176
89,1.0,0.0,0.0,0.0,1.0,0.994413407821229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00558659217877095,34632,218159,100083,21621,8796,383291,1430,179,178
90,1.0,0.0,0.0,0.0,1.0,0.994475138121547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,52457,219449,73989,14952,273,361120,1446,181,180
91,1.0,0.0,0.0,0.0,1.0,0.994535519125683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,36277,197960,64898,15475,210,314820,1462,183,182
92,1.0,0.0,0.0,0.0,1.0,0.9945945945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,35057,168359,67807,13204,269,284696,1478,185,184
93,1.0,0.0,0.0,0.0,1.0,0.9946524064171123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053475935828877,37344,187323,71621,11967,286,308541,1494,187,186
94,1.0,0.0,0.0,0.0,1.0,0.9947089947089947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,53093,242499,112259,21140,358,429349,1510,189,188
95,1.0,0.0,0.0,0.0,1.0,0.9947643979057592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,35790,181750,70427,17003,237,305207,1526,191,190
96,1.0,0.0,0.0,0.0,1.0,0.9948186528497409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676,36995,199552,107232,20727,477,364983,1542,193,192
97,1.0,0.0,0.0,0.0,1.0,0.9948717948717949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005128205128205128,41061,204052,108991,23662,399,378165,1558,195,194
98,1.0,0.0,0.0,0.0,1.0,0.9949238578680203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,58009,220575,117882,21878,408,418752,1574,197,196
99,1.0,0.0,0.0,0.0,1.0,0.9949748743718593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005025125628140704,43563,179209,72914,13997,284,309967,1590,199,198
100,1.0,0.0,0.0,0.0,1.0,0.9950248756218906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,41109,198977,107368,20698,466,368618,1606,201,200
101,1.0,0.0,0.0,0.0,1.0,0.9950738916256158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365,50104,254198,121884,24724,409,451319,1622,203,202
102,1.0,0.0,0.0,0.0,1.0,0.9951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878048780487805,66305,210125,124025,22011,451,422917,1638,205,204
103,1.0,0.0,0.0,0.0,1.0,0.9951690821256038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004830917874396135,73336,271929,129043,23842,402,498552,1654,207,206
104,1.0,0.0,0.0,0.0,1.0,0.9952153110047847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,66968,249889,129082,27823,369,474131,1670,209,208
105,1.0,0.0,0.0,0.0,1.0,0.995260663507109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,61142,247641,138439,23844,513,471579,1686,211,210
106,1.0,0.0,0.0,0.0,1.0,0.9953051643192489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,175858,304439,153352,32700,7337,673686,1702,213,212
107,1.0,0.0,0.0,0.0,1.0,0.9953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,49342,290994,123824,26261,189,490610,1718,215,214
108,1.0,0.0,0.0,0.0,1.0,0.9953917050691244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,50660,166962,105975,21426,119,345142,1734,217,216
109,1.0,0.0,0.0,0.0,1.0,0.9954337899543378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045662100456621,50017,231805,110134,24884,135,416975,1750,219,218
110,1.0,0.0,0.0,0.0,1.0,0.995475113122172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,40449,193803,81751,18539,102,334644,1766,221,220
111,1.0,0.0,0.0,0.0,1.0,0.9955156950672646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,50718,202621,136484,17641,95,407559,1782,223,222
112,1.0,0.0,0.0,0.0,1.0,0.9955555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,35485,159170,44186,16458,73,255372,1798,225,224
113,1.0,0.0,0.0,0.0,1.0,0.9955947136563876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,38193,168631,58957,15234,68,281083,1814,227,226
114,1.0,0.0,0.0,0.0,1.0,0.9956331877729258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004366812227074236,37902,192562,44381,17584,82,292511,1830,229,228
115,1.0,0.0,0.0,0.0,1.0,0.9956709956709957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,40470,216824,46713,17360,88,321455,1846,231,230
116,1.0,0.0,0.0,0.0,1.0,0.9957081545064378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,49792,176265,49312,19150,76,294595,1862,233,232
117,1.0,0.0,0.0,0.0,1.0,0.9957446808510638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425531914893617,37073,153620,44417,24965,111,260186,1878,235,234
118,1.0,0.0,0.0,0.0,1.0,0.9957805907172996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004219409282700422,53604,189061,49168,32134,117,324084,1894,237,236
119,1.0,0.0,0.0,0.0,1.0,0.99581589958159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,36626,168793,44893,23192,74,273578,1910,239,238
120,1.0,0.0,0.0,0.0,1.0,0.995850622406639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004149377593360996,39693,155215,47496,18790,80,261274,1926,241,240
121,1.0,0.0,0.0,0.0,1.0,0.9958847736625515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,36488,211784,73229,25918,105,347524,1942,243,242
122,1.0,0.0,0.0,0.0,1.0,0.9959183673469387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,99934,210155,75790,25680,121,411680,1958,245,244
123,1.0,0.0,0.0,0.0,1.0,0.9959514170040485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417,36694,198963,48772,18631,104,303164,1974,247,246
124,1.0,0.0,0.0,0.0,1.0,0.9959839357429718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004016064257028112,40807,194800,76846,22299,151,334903,1990,249,248
125,1.0,0.0,0.0,0.0,1.0,0.9960159362549801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00398406374501992,55777,191180,49115,16194,86,312352,2006,251,250
126,1.0,0.0,0.0,0.0,1.0,0.9960474308300395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003952569169960474,56248,167993,49596,18461,71,292369,2022,253,252
127,1.0,0.0,0.0,0.0,1.0,0.996078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,57334,207030,76773,22893,152,364182,2038,255,254
128,1.0,0.0,0.0,0.0,1.0,0.9961089494163424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,67401,224499,80964,22896,125,395885,2054,257,256
129,1.0,0.0,0.0,0.0,1.0,0.9961389961389961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003861003861003861,56604,197634,75392,26135,128,355893,2070,259,258
130,1.0,0.0,0.0,0.0,1.0,0.9961685823754789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038314176245210726,38370,190570,83370,23425,130,335865,2086,261,260
131,1.0,0.0,0.0,0.0,1.0,0.9961977186311787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038022813688212928,55894,175948,83192,31004,135,346173,2102,263,262
132,1.0,0.0,0.0,0.0,1.0,0.9962264150943396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,38170,169377,56248,17981,79,281855,2118,265,264
