iteration,quality,true,false,unknown,none,bucket_0-1,bucket_1-5,bucket_5-10,bucket_10-20,bucket_20-30,bucket_30-50,bucket_50-70,bucket_70-80,bucket_80-90,bucket_90-95,bucket_95-99,bucket_99-100,d_prepare,d_expand,d_remove,d_sort,d_leak,d_total,n_components,n_vertices,n_edges
21,0.0,0.0,0.0,1.220703125E-4,0.9998779296875,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,23338,2756412,33649,13990,4583,2831972,146,15,0
22,0.0,0.0,0.0,1.373291015625E-4,0.9998626708984375,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20603,967635,35580,13649,15120,1052587,146,15,0
23,0.0,0.0,0.0,1.52587890625E-4,0.999847412109375,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,18963,791550,18983,30809,4489,864794,146,15,0
24,0.0,0.0,0.0,1.678466796875E-4,0.9998321533203125,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,54865,1135172,37620,13354,9215,1250226,146,15,0
25,0.0,0.0,0.0,1.8310546875E-4,0.99981689453125,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,22555,1535391,32806,17999,12355,1621106,146,15,0
26,0.0,0.0,0.0,1.983642578125E-4,0.9998016357421875,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,24032,1398444,36567,62574,3929,1525546,146,15,0
27,0.0,0.0,0.0,2.13623046875E-4,0.999786376953125,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,28085,1119304,52214,17967,3266,1220836,146,15,0
28,0.0,0.0,0.0,2.288818359375E-4,0.9997711181640625,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,71123,1062034,21863,15988,1804,1172812,146,15,0
29,0.0,0.0,0.0,2.44140625E-4,0.999755859375,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20233,844926,36400,19974,1819,923352,146,15,0
30,0.0,0.0,0.0,2.593994140625E-4,0.9997406005859375,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13591,1226998,35229,12096,1841,1289755,146,15,0
31,0.0,0.0,0.0,2.746577374637127E-4,0.9997253422625363,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,19153,3170481,42326,14154,2033,3248147,146,15,0
32,0.0,0.0,0.0,2.8991582803428173E-4,0.9997100841719657,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,15450,1216262,37181,25088,3099,1297080,146,15,0
33,0.0,0.0,0.0,3.051736857742071E-4,0.9996948263142258,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,19224,835025,59797,25589,2892,942527,146,15,0
34,0.0,0.0,0.0,3.2043131068348885E-4,0.9996795686893165,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20733,907393,47952,17011,1822,994911,146,15,0
35,0.0,0.0,0.0,3.356887027621269E-4,0.9996643112972379,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13152,696945,44371,10682,1933,767083,146,15,0
36,0.0,0.0,0.0,3.5094586201012135E-4,0.9996490541379899,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,84190,747455,45635,10244,1819,889343,146,15,0
37,0.0,0.0,0.0,3.662027884274721E-4,0.9996337972115725,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10558,969890,32390,16582,2941,1032361,146,15,0
38,0.0,0.0,0.0,3.8145948201417923E-4,0.9996185405179858,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,76619,886552,34365,17795,32472,1047803,146,15,0
39,0.0,0.0,0.0,3.967159427702427E-4,0.9996032840572298,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11990,833977,36387,13937,2520,898811,146,15,0
40,0.0,0.0,0.0,4.119721706956625E-4,0.9995880278293043,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,17495,854384,39737,15105,2839,929560,146,15,0
41,0.0,0.0,0.0,4.2722816579043865E-4,0.9995727718342096,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,16288,2959213,40767,14478,2002,3032748,146,15,0
42,0.0,0.0,0.0,4.4248392805457115E-4,0.9995575160719454,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,27224,921077,36015,15056,1814,1001186,146,15,0
43,0.0,0.0,0.0,4.5773945748806E-4,0.9995422605425119,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13176,1053906,19684,14807,1796,1103369,146,15,0
44,0.0,0.0,0.0,4.729947540909052E-4,0.9995270052459091,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10418,1046181,96613,16791,3044,1173047,146,15,0
45,0.0,0.0,0.0,4.8824981786310673E-4,0.9995117501821369,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,18743,2833661,40548,11249,1905,2906106,146,15,0
46,0.0,0.0,0.0,5.035046488046646E-4,0.9994964953511953,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,23756,738906,35977,14517,1679,814835,146,15,0
47,0.0,0.0,0.0,5.187592469226843E-4,0.9994812407530773,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10886,808618,24149,10212,1731,855596,146,15,0
48,0.0,0.0,0.0,5.340136122207184E-4,0.9994659863877793,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12650,2188433,30347,10885,1750,2244065,146,15,0
49,0.0,0.0,0.0,5.492677447023198E-4,0.9994507322552977,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12109,976789,34212,10999,1861,1035970,146,15,0
50,0.0,0.0,0.0,5.64521644371041E-4,0.999435478355629,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12625,1944354,22298,15084,1819,1996180,146,15,0
51,0.0,0.0,0.0,5.797753112304349E-4,0.9994202246887696,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11446,738955,87625,13187,1780,852993,146,15,0
52,0.0,0.0,0.0,5.950287452840541E-4,0.999404971254716,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,17661,863193,70561,25726,2960,980101,146,15,0
53,0.0,0.0,0.0,6.102819465354514E-4,0.9993897180534645,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,21235,831286,27883,10802,1884,893090,146,15,0
54,0.0,0.0,0.0,6.255349149881795E-4,0.9993744650850118,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12247,867727,24077,15588,1791,921430,146,15,0
55,0.0,0.0,0.0,6.40787650645791E-4,0.9993592123493542,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12384,806841,29690,10642,1733,861290,146,15,0
56,0.0,0.0,0.0,6.560401535118388E-4,0.9993439598464882,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13279,774299,23329,10061,1749,822717,146,15,0
57,0.0,0.0,0.0,6.712924235898754E-4,0.9993287075764101,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11216,743483,39624,10277,1785,806385,146,15,0
58,0.0,0.0,0.0,6.865444608833426E-4,0.9993134555391167,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,14016,678421,59883,15135,1794,769249,146,15,0
59,0.0,0.0,0.0,7.017962653961263E-4,0.9992982037346039,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11419,800578,22819,19608,1905,856329,146,15,0
60,0.0,0.0,0.0,7.170478371314459E-4,0.9992829521628686,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11643,638043,41997,18328,2672,712683,146,15,0
61,0.0,0.0,0.0,7.322991760929654E-4,0.999267700823907,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12370,795849,26646,10667,1839,847371,146,15,0
62,0.0,0.0,0.0,7.475502822842373E-4,0.9992524497177158,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11440,862534,39099,10837,1928,925838,146,15,0
63,0.0,0.0,0.0,7.628011557087033E-4,0.9992371988442913,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12343,729490,28422,12056,1798,784109,146,15,0
64,0.0,0.0,0.0,7.780517963702493E-4,0.9992219482036298,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13386,1466127,58179,16411,2962,1557065,146,15,0
65,0.0,0.0,0.0,7.93302204271984E-4,0.999206697795728,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,65107,1190231,33842,19633,3148,1311961,146,15,0
66,0.0,0.0,0.0,8.085523794176819E-4,0.9991914476205823,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,35377,839888,36372,15382,2974,929993,146,15,0
67,0.0,0.0,0.0,8.238023218111179E-4,0.9991761976781889,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,18260,788431,32799,18470,2633,860593,146,15,0
68,0.0,0.0,0.0,8.390520314555117E-4,0.9991609479685445,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,17306,789515,36187,15029,2731,860768,146,15,0
69,0.0,0.0,0.0,8.543015083545269E-4,0.9991456984916455,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11723,1089276,36920,14731,2811,1155461,146,15,0
70,0.0,0.0,0.0,8.695507525116053E-4,0.9991304492474884,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11659,1876978,26001,10230,4785,1929653,146,15,0
71,0.0,0.0,0.0,8.847997639305216E-4,0.9991152002360695,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12166,1079062,36557,10820,1844,1140449,146,15,0
72,0.0,0.0,0.0,9.000485426147176E-4,0.9990999514573853,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11808,738772,26162,10551,1941,789234,146,15,0
73,0.0,0.0,0.0,9.152970885676348E-4,0.9990847029114324,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11137,1081685,34501,17550,2920,1147793,146,15,0
74,0.0,0.0,0.0,9.305454017930481E-4,0.999069454598207,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,17134,8746118,46874,19805,4376,8834307,146,15,0
75,0.0,0.0,0.0,9.457934822943992E-4,0.9990542065177056,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,16961,817736,29222,11365,2210,877494,146,15,0
76,0.0,0.0,0.0,9.610413300753518E-4,0.9990389586699246,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11224,807240,30207,23097,1923,873691,146,15,0
77,0.0,0.0,0.0,9.762889451391255E-4,0.9990237110548609,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11686,740705,25865,9963,1682,789901,146,15,0
78,0.0,0.0,0.0,9.91536327489495E-4,0.9990084636725105,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11204,718957,25646,9787,1728,767322,146,15,0
79,0.0,0.0,0.0,0.0010067834771301243,0.9989932165228699,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11313,744777,24667,11865,1736,794358,146,15,0
80,0.0,0.0,0.0,0.0010220303940643438,0.9989779696059357,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12347,777534,27741,13217,1761,832600,146,15,0
81,0.0,0.0,0.0,0.0010372770782959284,0.9989627229217041,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11478,5519949,26915,14835,2216,5575393,146,15,0
82,0.0,0.0,0.0,0.0010525235298280977,0.9989474764701719,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13487,732166,31923,9706,1812,789094,146,15,0
83,0.0,0.0,0.0,0.0010677697486646265,0.9989322302513354,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11101,651373,23949,10231,5041,701695,146,15,0
84,0.0,0.0,0.0,0.0010830157348094005,0.9989169842651906,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11802,819997,25380,9979,1819,868977,146,15,0
85,0.0,0.0,0.0,0.0010982614882653063,0.9989017385117347,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,26061,749673,19029,12532,1825,809120,146,15,0
86,0.0,0.0,0.0,0.0011135070090363408,0.9988864929909637,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,31322,710859,23753,9320,1686,776940,146,15,0
87,0.0,0.0,0.0,0.0011287522971259456,0.998871247702874,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10953,844876,18303,14933,1767,890832,146,15,0
88,0.0,0.0,0.0,0.0011439973525375624,0.9988560026474624,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11436,967032,27837,9486,3514,1019305,146,15,0
89,0.0,0.0,0.0,0.001159242175274744,0.9988407578247253,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11270,735012,28735,9714,1759,786490,146,15,0
90,0.0,0.0,0.0,0.001174486765341265,0.9988255132346587,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11835,706687,32170,9879,1813,762384,146,15,0
91,0.0,0.0,0.0,0.0011897311227404561,0.9988102688772595,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12931,625769,29635,9771,1755,679861,146,15,0
92,0.0,0.0,0.0,0.0012049752474760922,0.9987950247525239,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11394,744429,25041,12584,1747,795195,146,15,0
93,0.0,0.0,0.0,0.0012202191395516149,0.9987797808604484,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11039,633705,22480,9490,1739,678453,146,15,0
94,0.0,0.0,0.0,0.0012354627989702438,0.9987645372010298,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11493,741550,25662,9834,1835,790374,146,15,0
95,0.0,0.0,0.0,0.0012507062257361978,0.9987492937742638,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,22195,557160,24526,9884,1739,615504,146,15,0
96,0.0,0.0,0.0,0.0012659494198524746,0.9987340505801475,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,22293,681125,24707,24841,5298,758264,146,15,0
97,0.0,0.0,0.0,0.0012811923813226267,0.9987188076186774,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12504,732003,36733,13060,1818,796118,146,15,0
98,0.0,0.0,0.0,0.001296435110150651,0.9987035648898493,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11660,626291,22609,12113,1738,674411,146,15,0
99,0.0,0.0,0.0,0.0013116776063397673,0.9986883223936602,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12634,797464,69691,13282,1870,894941,146,15,0
100,0.0,0.0,0.0,0.00132691986989375,0.9986730801301062,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11441,662716,25871,9851,1655,711534,146,15,0
101,0.0,0.0,0.0,0.0013421619008158192,0.9986578380991842,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,19392,741336,33718,15596,2803,812845,146,15,0
102,0.0,0.0,0.0,0.0013574036991097493,0.9986425963008903,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,16917,744610,32547,14648,2760,811482,146,15,0
103,0.0,0.0,0.0,0.0013726452647789822,0.998627354735221,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,17718,982814,28981,14672,2900,1047085,146,15,0
104,0.0,0.0,0.0,0.0013878865978271815,0.9986121134021728,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11373,830017,31025,10406,1830,884651,146,15,0
105,0.0,0.0,0.0,0.001403127698258011,0.998596872301742,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13105,815915,51779,15784,1834,898417,146,15,0
106,0.0,0.0,0.0,0.0014183685660748013,0.9985816314339252,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11650,933348,67363,11992,1867,1026220,146,15,0
